,index,Tags,text,top3_topic_scibert,top3_topic,top3_topic_scibert_str,top3_descricao,top3_tags_descricao,mean_similarity_top3_descricao,top4_topic_scibert,top4_topic,top4_topic_scibert_str,top4_descricao,top4_tags_descricao,mean_similarity_top4_descricao,top5_topic_scibert,top5_topic,top5_topic_scibert_str,top5_descricao,top5_tags_descricao,mean_similarity_top5_descricao
791,94da3d448bb8a137.json,[],"['BMI 6030 Workflow', 'inputFile', 'Split Fasta', 'splitted_fasta', 'splitfasta', 'input1', 'input2', 'matcher', 'out_file1', 'emboss_5', 'input', 'Filter FASTA', 'output', 'filter_by_fasta_ids', 'runtime parameter for tool Split Fasta', 'runtime parameter for tool matcher', 'runtime parameter for tool matcher', 'runtime parameter for tool Filter FASTA', 'Split FASTA into collection', 'Split Fasta on input dataset(s)', 'Local align reference gene to genomes', 'TrimmedGenomes', 'Remove reference sequence', 'Filter FASTA on input dataset(s): FASTA sequences']","['matcher', '', '', '', '', '', '', '', '', '']",-1,matcher         ,"[792, 723, 851]","[[], ['aptamer', 'SELEX'], []]",0.81114227,"['matcher', '', '', '', '', '', '', '', '', '']",-1,matcher         ,"[206, 675, 564, 370]","[[], [], ['MinION', 'Nanopore'], []]",0.8085686,"['remove', 'sequence', 'reference', '', '', '', '', '', '', '']",-1,remove sequence reference       ,"[473, 603, 906, 846, 379]","[[], [], [], ['ChIP'], []]",0.81550467
792,8e9a94fe8e3fef9d.json,[],"['Benchmarking DNA Mappers - locust', 'Reference sequence', 'Input dataset', 'FASTQ Dataset', 'Input dataset', 'library', 'reference_genome', 'Bowtie2', 'output', 'bowtie2', 'fastq_input', 'reference_source', 'Map with BWA-MEM', 'bam_output', 'bwa', 'library', 'reference_genome', 'HISAT2', 'output_alignments', 'hisat2', 'fastq_input', 'reference_source', 'Map with minimap2', 'alignment_output', 'minimap2', 'runtime parameter for tool Bowtie2', 'runtime parameter for tool Bowtie2', 'runtime parameter for tool Map with BWA-MEM', 'runtime parameter for tool Map with BWA-MEM', 'runtime parameter for tool HISAT2', 'runtime parameter for tool HISAT2', 'runtime parameter for tool Map with minimap2', 'runtime parameter for tool Map with minimap2', 'Reference sequence', 'FASTQ Dataset', 'Bowtie2 on input dataset(s): alignments', 'Map with BWA-MEM on input dataset(s) (mapped reads in BAM format)', 'HISAT2 on input dataset(s): aligned reads (BAM)', 'Map with minimap2 on input dataset(s) (mapped reads in BAM format)']","['mappers', 'locust', 'dna', 'benchmarking', '', '', '', '', '', '']",-1,mappers locust dna benchmarking      ,"[851, 713, 754]","[[], [], []]",0.90107536,"['for', 'tool', 'runtime', 'parameter', 'with', 'map', 'hisat2', 'minimap2', 'bowtie2', 'bwa']",0,for tool runtime parameter with map hisat2 minimap2 bowtie2 bwa,"[691, 851, 124, 275]","[[], [], [], []]",0.90336746,"['for', 'tool', 'runtime', 'parameter', 'with', 'map', 'hisat2', 'minimap2', 'bowtie2', 'bwa']",0,for tool runtime parameter with map hisat2 minimap2 bowtie2 bwa,"[373, 704, 603, 825, 90]","[[], [], [], [], []]",0.89395124
793,e2fa6584853a0dee.json,['illumina'],"['Illumina Sequence Prep w/ Trim', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'FASTQ Summary Statistics', 'output_file', 'fastq_stats', 'FASTQ Quality Trimmer', 'output_file', 'fastq_trimmer_by_quality', 'Boxplot', 'output_file', 'illumina']","['fastq_stats', 'illumina', '', '', '', '', '', '', '', '']",-1,fastq_stats illumina        ,"[604, 360, 348]","[[], [], ['ChIP']]",0.8851228,"['statistics', 'summary', 'fastq', '', '', '', '', '', '', '']",-1,statistics summary fastq       ,"[845, 850, 486, 5]","[[], [], [], []]",0.8417285,"['fastq', 'summary', 'statistics', 'groomer', 'fastq_stats', '', '', '', '', '']",-1,fastq summary statistics groomer fastq_stats     ,"[160, 132, 647, 977, 935]","[[], [], [], [], []]",0.8958429
794,9864961cc6132562.json,[],"['Intensity-per-nucleus_IFs-quantification (imported from uploaded file)', 'Input Dataset', 'Input dataset', 'Convert', 'out_file1', 'Merge Columns', 'out_file1', 'Remove beginning', 'out_file1', 'Group', 'out_file1']","['group', '', '', '', '', '', '', '', '', '']",-1,group         ,"[776, 280, 806]","[[], [], []]",0.8268421,"['out_file1', 'uploaded', 'remove', 'quantification', 'per', 'nucleus_ifs', 'intensity', 'imported', 'from', 'file']",0,out_file1 uploaded remove quantification per nucleus_ifs intensity imported from file,"[811, 645, 265, 98]","[[], [], ['RNAseq'], []]",0.87031573,"['out_file1', 'group', '', '', '', '', '', '', '', '']",-1,out_file1 group        ,"[1013, 40, 407, 142, 575]","[[], [], ['COVID-19', 'covid19.galaxyproject.org'], ['rna', 'seq', 'sam', 'paired', 'unique'], []]",0.93576384
795,2d50de9b95ad0808.json,[],"['differential_gene_expression', 'control', 'Input dataset', 'test', 'Input dataset', 'input', 'Remove beginning', 'out_file1', 'input', 'Remove beginning', 'out_file1', 'DESeq2', 'deseq_out', 'plots', 'deseq2', 'runtime parameter for tool Remove beginning', 'runtime parameter for tool Remove beginning', 'control', 'test']","['input', 'test', 'out_file1', 'deseq2', 'dataset', 'control', 'plots', 'differential_gene_expression', 'deseq_out', '']",0,input test out_file1 deseq2 dataset control plots differential_gene_expression deseq_out ,"[573, 668, 275]","[[], [], []]",0.8840118,"['input', 'test', 'out_file1', 'deseq2', 'dataset', 'control', 'plots', 'differential_gene_expression', 'deseq_out', '']",0,input test out_file1 deseq2 dataset control plots differential_gene_expression deseq_out ,"[687, 424, 645, 708]","[[], [], [], []]",0.875031,"['input', 'test', 'out_file1', 'deseq2', 'dataset', 'control', 'plots', 'differential_gene_expression', 'deseq_out', '']",0,input test out_file1 deseq2 dataset control plots differential_gene_expression deseq_out ,"[573, 33, 540, 772, 565]","[[], [], [], [], []]",0.87820566
796,67080f040e855990.json,[],"['Genome Coverage Histogram', 'Input Dataset', 'Input dataset', 'Create a histogram of genome coverage', 'output', 'bedtools', 'Select', 'out_file1', 'Compute', 'out_file1', 'column_maker', 'Select first', 'out_file1', 'Remove beginning', 'out_file1', 'Group', 'out_file1', 'Concatenate datasets', 'out_file1', 'Plotting tool', 'out_file_pdf', 'out_file_png', 'xy_plot']","['remove', 'beginning', '', '', '', '', '', '', '', '']",-1,remove beginning        ,"[181, 688, 850]","[[], [], []]",0.80312204,"['xy_plot', 'column_maker', '', '', '', '', '', '', '', '']",-1,xy_plot column_maker        ,"[533, 481, 944, 159]","[[], [], [], ['bedGraph', 'GFF']]",0.86552536,"['input', 'dataset', 'of', 'create', 'histogram', 'genome', 'coverage', '', '', '']",-1,input dataset of create histogram genome coverage   ,"[874, 554, 1003, 590, 28]","[[], [], [], [], []]",0.8647167
797,6cb8b40b819f2764.json,[],"[""Workflow constructed from history 'TEST galaxy PM'"", 'Coriell-NA12877_R1.fastq', 'Input dataset', 'Coriell-NA12877_R2.fastq', 'Input dataset', 'Coriell-NA12878_R1.fastq', 'Input dataset', 'Coriell-NA12878_R2.fastq', 'Input dataset', 'Coriell-NA12880_R1.fastq', 'Input dataset', 'Coriell-NA12880_R2.fastq', 'Input dataset', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Map with BWA-MEM', 'bam_output', 'bwa', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Map with BWA-MEM', 'bam_output', 'bwa', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Map with BWA-MEM', 'bam_output', 'bwa', 'FastQC', 'html_file', 'text_file', 'fastqc', 'AddOrReplaceReadGroups', 'outFile', 'picard', 'AddOrReplaceReadGroups', 'outFile', 'picard', 'AddOrReplaceReadGroups', 'outFile', 'picard', 'MergeSamFiles', 'outFile', 'picard', 'Filter', 'out_file2', 'out_file1', 'bamtools_filter', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'CleanSam', 'outFile', 'picard', 'FreeBayes', 'output_vcf', 'freebayes', 'VCFfilter:', 'out_file1', 'vcffilter', 'Coriell-NA12877_R1.fastq', 'Coriell-NA12877_R2.fastq', 'Coriell-NA12878_R1.fastq', 'Coriell-NA12878_R2.fastq', 'Coriell-NA12880_R1.fastq', 'Coriell-NA12880_R2.fastq']","['vcffilter', '', '', '', '', '', '', '', '', '']",-1,vcffilter         ,"[76, 165, 866]","[[], [], []]",0.90505457,"['coriell', 'fastq', 'fastqc', 'bwa', 'picard', 'with', 'mem', 'map', 'freebayes', 'na12880_r2']",0,coriell fastq fastqc bwa picard with mem map freebayes na12880_r2,"[440, 1000, 397, 124]","[[], [], ['bwa', 'freebayes', 'genmedmsc', 'illumina', 'workshop', '2019-03', 'annovar', 'snpeff'], []]",0.90681803,"['coriell', 'fastq', 'fastqc', 'input', 'outfile', 'bwa', 'text_file', 'dataset', 'picard', 'html_file']",0,coriell fastq fastqc input outfile bwa text_file dataset picard html_file,"[165, 662, 705, 628, 203]","[[], ['Polymorphism'], [], [], []]",0.9447031
798,bd00c8a7a3b7e5be.json,[],"[""'Assignment 12/11/2016'"", 'R1 Data File', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'contaminants', 'input_file', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'contaminants', 'input_file', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Trimmomatic', 'fastq_out_r1_paired', 'fastq_out_r2_paired', 'fastq_out_r1_unpaired', 'fastq_out_r2_unpaired', 'trimmomatic', 'fastq_input', 'fastq_input', 'Map with BWA-MEM', 'bam_output', 'bwa', 'contaminants', 'input_file', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'contaminants', 'input_file', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'inputFile', 'SortSam', 'outFile', 'picard', 'bed_file', 'input1', 'Filter SAM or BAM, output SAM or BAM', 'output1', 'samtool_filter2', 'input1', 'Flagstat', 'output1', 'samtools_flagstat', 'inputFile', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'input1', 'Flagstat', 'output1', 'samtools_flagstat', 'target_limit_type', 'FreeBayes', 'output_vcf', 'freebayes', 'inputA', 'inputB', 'Compute both the depth and breadth of coverage', 'output', 'bedtools', 'input1', 'VCFfilter:', 'out_file1', 'vcffilter', 'input', 'intervals', 'transcripts', 'SnpEff eff:', 'snpeff_output', 'statsFile', 'csvFile', 'snpeff', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool Map with BWA-MEM', 'runtime parameter for tool Map with BWA-MEM', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool SortSam', 'runtime parameter for tool Filter SAM or BAM, output SAM or BAM', 'runtime parameter for tool Filter SAM or BAM, output SAM or BAM', 'runtime parameter for tool Flagstat', 'runtime parameter for tool MarkDuplicates', 'runtime parameter for tool Flagstat', 'runtime parameter for tool FreeBayes', 'runtime parameter for tool Compute both the depth and breadth of coverage', 'runtime parameter for tool Compute both the depth and breadth of coverage', 'runtime parameter for tool VCFfilter:', 'runtime parameter for tool SnpEff eff:', 'runtime parameter for tool SnpEff eff:', 'runtime parameter for tool SnpEff eff:', 'R1 Data File', 'R2 Data File', 'Pan Cancer Bed file']","['freebayes', 'bedtools', '', '', '', '', '', '', '', '']",-1,freebayes bedtools        ,"[662, 440, 236]","[['Polymorphism'], [], []]",0.9008255,"['freebayes', 'fastqc', '', '', '', '', '', '', '', '']",-1,freebayes fastqc        ,"[471, 166, 440, 797]","[[], ['ATAC', 'hg19'], [], []]",0.9033835,"['freebayes', 'statsfile', 'pan', 'metrics_file', 'cancer', 'bedtools', 'bed_file', 'bed', 'sortsam', 'picard']",-1,freebayes statsfile pan metrics_file cancer bedtools bed_file bed sortsam picard,"[68, 466, 383, 927, 458]","[[], [], [], ['assignment', 'NGS', 'Variant', 'Calling', 'Anton', 'Mc', 'Donnell', 'WEEK8'], []]",0.8873352
799,14206e3899f9ea8a.json,"['MACS', 'BAM', 'CHiP-seq']","['Sort BAM', 'Input Dataset', 'Input dataset', 'BAM-to-SAM', 'output1', 'bam_to_sam', 'Sort', 'out_file1', 'SAM-to-BAM', 'output1', 'sam_to_bam', 'peakcalling_macs', 'MACS', 'BAM', 'CHiP-seq']","['sam_to_bam', 'peakcalling_macs', 'bam_to_sam', 'sam', 'output1', 'input', 'dataset', 'to', 'bam', '']",-1,sam_to_bam peakcalling_macs bam_to_sam sam output1 input dataset to bam ,"[568, 541, 48]","[[], ['BAM'], []]",0.909935,"['macs', 'bam_to_sam', 'sort', 'bam', '', '', '', '', '', '']",-1,macs bam_to_sam sort bam      ,"[541, 129, 81, 775]","[['BAM'], [], [], []]",0.8837449,"['output1', '', '', '', '', '', '', '', '', '']",-1,output1         ,"[563, 304, 908, 541, 636]","[[], [], [], ['BAM'], []]",0.9040946
800,84aa86200ff74b4a.json,[],"['For class', 'reference', 'Input dataset', '2_LAC_XYRMG_302112w_AB12.fastq', 'Input dataset', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'Map with BWA for Illumina', 'output', 'bwa_wrappers', 'Sort', 'out_file1', 'Select', 'out_file1', 'Filter SAM', 'out_file1', 'sam_bitwise_flag_filter', 'Concatenate datasets', 'out_file1', 'toolshed.g2.bx.psu.edu/repos/devteam/realigner_target_creator/gatk_realigner_target_creator/0.0.4', 'toolshed.g2.bx.psu.edu/repos/devteam/indel_realigner/gatk_indel_realigner/0.0.6', 'toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6']","['out_file1', 'output_file', '', '', '', '', '', '', '', '']",0,out_file1 output_file        ,"[667, 343, 551]","[['virus', 'viroid', 'illumina', 'sRNAs'], [], []]",0.9638202,"['sam', 'filter', '2_lac_xyrmg_302112w_ab12', 'input', 'fastq', 'dataset', '', '', '', '']",-1,sam filter 2_lac_xyrmg_302112w_ab12 input fastq dataset    ,"[36, 448, 940, 397]","[[], [], [], ['bwa', 'freebayes', 'genmedmsc', 'illumina', 'workshop', '2019-03', 'annovar', 'snpeff']]",0.90002763,"['sam', 'filter', 'class', 'for', '', '', '', '', '', '']",-1,sam filter class for      ,"[148, 763, 604, 223, 917]","[[], [], [], [], []]",0.8490574
801,a1ecf04e085b0cda.json,[],"['Cost Analysis: DNA Variant Benchmark Workflow', 'FASTQ Dataset', 'Input dataset', 'HG38ref', 'Input dataset', 'library', 'reference_genome', 'Bowtie2', 'output', 'bowtie2', 'input1', 'Samtools sort', 'output1', 'samtools_sort', 'FreeBayes', 'output_vcf', 'freebayes', 'Samtools flagstat', 'output1', 'samtools_flagstat', 'bamCoverage', 'outFileName', 'deeptools_bam_coverage', 'bcftools filter', 'output_file', 'bcftools_filter', 'inputB_file', 'sec_default', 'sec_restrict', 'bcftools stats', 'output_file', 'bcftools_stats', 'runtime parameter for tool Bowtie2', 'runtime parameter for tool Bowtie2', 'runtime parameter for tool Samtools sort', 'runtime parameter for tool bcftools stats', 'runtime parameter for tool bcftools stats', 'runtime parameter for tool bcftools stats', 'FASTQ Dataset', 'HG38ref', 'Bowtie2 on input dataset(s): alignments', 'FreeBayes on input dataset(s) (variants)']","['sec_restrict', 'sec_default', 'bamcoverage', '', '', '', '', '', '', '']",-1,sec_restrict sec_default bamcoverage       ,"[483, 756, 289]","[['COVID-19', 'covid19.galaxyproject.org'], [], []]",0.8338227,"['inputb_file', 'outfilename', 'freebayes', 'bowtie2', '', '', '', '', '', '']",-1,inputb_file outfilename freebayes bowtie2      ,"[224, 397, 466, 1000]","[[], ['bwa', 'freebayes', 'genmedmsc', 'illumina', 'workshop', '2019-03', 'annovar', 'snpeff'], [], []]",0.8941769,"['sec_restrict', 'sec_default', 'reference_genome', 'outfilename', '', '', '', '', '', '']",-1,sec_restrict sec_default reference_genome outfilename      ,"[199, 772, 483, 624, 820]","[[], [], ['COVID-19', 'covid19.galaxyproject.org'], [], []]",0.8571356
802,df6b9760e071b91b.json,[],"['Varient detection pipeline final', 'input_file', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'input_file', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'contaminants', 'input_file', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'readtype', 'readtype', 'Trimmomatic', 'fastq_out_r1_paired', 'fastq_out_r2_paired', 'fastq_out_r1_unpaired', 'fastq_out_r2_unpaired', 'trimmomatic', 'contaminants', 'input_file', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'contaminants', 'input_file', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'input_type', 'input_type', 'Map with BWA', 'bam_output', 'bwa', 'contaminants', 'input_file', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'fastq_input', 'fastq_input', 'Map with BWA-MEM', 'bam_output', 'bwa', 'library', 'library', 'Bowtie2', 'output', 'bowtie2', 'inputFile', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'inputFile', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'inputFile', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'input1', 'RmDup', 'output1', 'samtools_rmdup', 'input1', 'RmDup', 'output1', 'samtools_rmdup', 'input1', 'RmDup', 'output1', 'samtools_rmdup', 'bed_file', 'input1', 'Filter SAM or BAM, output SAM or BAM', 'output1', 'samtool_filter2', 'bed_file', 'input1', 'Filter SAM or BAM, output SAM or BAM', 'output1', 'samtool_filter2', 'bed_file', 'input1', 'Filter SAM or BAM, output SAM or BAM', 'output1', 'samtool_filter2', 'FreeBayes', 'output_vcf', 'freebayes', 'FreeBayes', 'output_vcf', 'freebayes', 'FreeBayes', 'output_vcf', 'freebayes', 'runtime parameter for tool FASTQ Groomer', 'runtime parameter for tool FASTQ Groomer', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool Trimmomatic', 'runtime parameter for tool Trimmomatic', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool Map with BWA', 'runtime parameter for tool Map with BWA', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool Map with BWA-MEM', 'runtime parameter for tool Map with BWA-MEM', 'runtime parameter for tool Bowtie2', 'runtime parameter for tool Bowtie2', 'runtime parameter for tool MarkDuplicates', 'runtime parameter for tool MarkDuplicates', 'runtime parameter for tool MarkDuplicates', 'runtime parameter for tool RmDup', 'runtime parameter for tool RmDup', 'runtime parameter for tool RmDup', 'runtime parameter for tool Filter SAM or BAM, output SAM or BAM', 'runtime parameter for tool Filter SAM or BAM, output SAM or BAM', 'runtime parameter for tool Filter SAM or BAM, output SAM or BAM', 'runtime parameter for tool Filter SAM or BAM, output SAM or BAM', 'runtime parameter for tool Filter SAM or BAM, output SAM or BAM', 'runtime parameter for tool Filter SAM or BAM, output SAM or BAM', 'FORWARD groom', 'REVERSE groom', 'RAW FORWARD QC', 'RAW REVERSE QC', 'TRIMMED F QC', 'TRIMMED R QC', 'BWA marked duplicates', 'BWA-MEM marked duplicates', 'Bowtie 2 marked duplicates', 'BWA RmDup', 'BWA-MEM RmDup', 'Bowtie2 RmDup', 'BWA BAM filter', 'BWA-MEM BAM filter', 'Bowtie2 BAM filter', 'BWA VCF', 'BEA-MEM VCF', 'Bowtie2 VCF']","['output1', 'output_file', 'vcf', 'text_file', 'bea', 'readtype', 'library', 'input1', 'mem', 'bowtie2']",-1,output1 output_file vcf text_file bea readtype library input1 mem bowtie2,"[7, 896, 668]","[[], [], []]",0.92037344,"['bwa', 'rmdup', 'vcf', 'mem', '', '', '', '', '', '']",-1,bwa rmdup vcf mem      ,"[103, 490, 248, 280]","[[], [], [], []]",0.8494703,"['output_file', 'marked', 'duplicates', 'bwa', 'mem', 'bea', 'library', 'vcf', 'rmdup', '']",-1,output_file marked duplicates bwa mem bea library vcf rmdup ,"[107, 711, 109, 391, 203]","[[], [], [], [], []]",0.887047
803,4a3057fdc10d843c.json,[],"['PNGS Convertion', 'FASTA Protein', 'Input dataset', 'Text transformation', 'output', 'text_processing', 'FASTA Protein']","['protein', 'fasta', 'transformation', 'text_processing', 'text', 'pngs', 'output', 'input', 'dataset', 'convertion']",-1,protein fasta transformation text_processing text pngs output input dataset convertion,"[17, 329, 411]","[[], [], []]",0.8955223,"['text_processing', 'output', 'protein', 'fasta', '', '', '', '', '', '']",-1,text_processing output protein fasta      ,"[845, 486, 570, 20]","[[], [], [], ['COVID-19', 'ARTIC', 'covid19.galaxyproject.org']]",0.88061535,"['protein', 'fasta', 'transformation', 'text_processing', 'text', 'pngs', 'output', 'input', 'dataset', 'convertion']",-1,protein fasta transformation text_processing text pngs output input dataset convertion,"[17, 329, 411, 772, 540]","[[], [], [], [], []]",0.88574874
804,64a0203923bae319.json,[],"['Mpileup BED test', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Samtools mpileup', 'output_file_pu', 'samtools_mpileup']","['input', 'dataset', 'test', 'bed', 'mpileup', '', '', '', '', '']",-1,input dataset test bed mpileup     ,"[616, 864, 210]","[['intervals', 'bedtools', 'slop'], [], []]",0.84473324,"['samtools_mpileup', 'output_file_pu', 'test', 'bed', 'mpileup', '', '', '', '', '']",0,samtools_mpileup output_file_pu test bed mpileup     ,"[238, 482, 580, 824]","[[], [], [], []]",0.87244207,"['test', 'bed', 'input', 'dataset', 'mpileup', '', '', '', '', '']",-1,test bed input dataset mpileup     ,"[394, 572, 110, 210, 570]","[[], [], ['assembly', 'pe', 'unicycler', 'wgs'], [], []]",0.84341085
805,58d16d45527990b7.json,"['snp', 'ngs', 'pileup', 'bowtie']","['SNP identification within annotated genes from NGS PE Data', 'NGS Forward Reads', 'Input dataset', 'NGS Reverse Reads', 'Input dataset', 'Annotated Genes', 'Input dataset', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'FASTQ Trimmer', 'output_file', 'fastq_trimmer', 'FASTQ Trimmer', 'output_file', 'fastq_trimmer', 'Map with Bowtie for Illumina', 'output', 'mapping_stats', 'bowtie_wrappers', 'SAM-to-BAM', 'output1', 'sam_to_bam', 'Generate pileup', 'output1', 'sam_pileup', 'Filter pileup', 'out_file1', 'pileup_parser', 'Filter', 'out_file1', 'Intersect', 'output', 'intersect', 'snp', 'ngs', 'pileup', 'bowtie']","['sam_pileup', 'mapping_stats', 'bowtie_wrappers', '', '', '', '', '', '', '']",-1,sam_pileup mapping_stats bowtie_wrappers       ,"[129, 5, 624]","[[], [], []]",0.8962588,"['to', 'sam', 'bam', '', '', '', '', '', '', '']",-1,to sam bam       ,"[73, 818, 105, 986]","[[], [], [], []]",0.8824619,"['to', 'sam', 'pe', 'within', 'mapping_stats', 'identification', 'from', 'data', 'bam', 'snp']",-1,to sam pe within mapping_stats identification from data bam snp,"[223, 992, 360, 932, 958]","[[], ['COVID-19', 'covid19.galaxyproject.org', 'iwc', 'emergen_validated'], [], ['COVID-19', 'ARTIC', 'covid19.galaxyproject.org'], []]",0.8738098
806,cb7c638fed3ed697.json,[],"['Week 5 Assignment ', 'input', 'Compute', 'out_file1', 'column_maker', 'Sort', 'out_file1', 'infile', 'Select first', 'outfile', 'text_processing', 'input', 'Advanced Cut', 'output', 'text_processing', 'runtime parameter for tool Compute', 'runtime parameter for tool Select first', 'runtime parameter for tool Advanced Cut']","['week', 'assignment', '', '', '', '', '', '', '', '']",-1,week assignment        ,"[794, 194, 776]","[[], [], []]",0.79527473,"['text_processing', 'out_file1', 'input', 'sort', 'week', 'output', 'outfile', 'infile', 'column_maker', 'assignment']",0,text_processing out_file1 input sort week output outfile infile column_maker assignment,"[411, 954, 159, 85]","[[], ['SELEX', 'aptamer'], ['bedGraph', 'GFF'], []]",0.9043008,"['select', 'first', 'runtime', 'parameter', 'tool', 'for', 'out_file1', 'input', 'compute', '']",-1,select first runtime parameter tool for out_file1 input compute ,"[431, 961, 173, 880, 244]","[[], [], [], [], ['aptamer', 'SELEX']]",0.9184025
807,6172b57f4c49e364.json,"['Convert', 'Map', 'FAIRE']","['SOLiD Conversion Mapping for FAIRE', 'Crosslinked FASTA', 'Input dataset', 'Crosslinked Qual', 'Input dataset', 'Not Crosslinked FASTA', 'Input dataset', 'Not Crosslinked Qual', 'Input dataset', 'solid2fastq', 'solid2fastq', 'Map with Bowtie for SOLiD', 'output', 'bowtie_color_wrappers', 'Map with Bowtie for SOLiD', 'output', 'bowtie_color_wrappers', 'Count', 'out_file1', 'Filter SAM', 'out_file1', 'sam_bitwise_flag_filter', 'Filter SAM', 'out_file1', 'sam_bitwise_flag_filter', 'Count', 'out_file1', 'peakcalling_macs', 'Convert', 'Map', 'FAIRE']","['sam_bitwise_flag_filter', 'sam', 'filter', '', '', '', '', '', '', '']",0,sam_bitwise_flag_filter sam filter       ,"[148, 142, 419]","[[], ['rna', 'seq', 'sam', 'paired', 'unique'], []]",0.86516553,"['sam_bitwise_flag_filter', 'sam', 'filter', '', '', '', '', '', '', '']",0,sam_bitwise_flag_filter sam filter       ,"[343, 968, 129, 307]","[[], [], [], []]",0.90719944,"['faire', 'map', '', '', '', '', '', '', '', '']",-1,faire map        ,"[703, 604, 10, 8, 364]","[[], [], [], ['RNAseq'], []]",0.8355959
