,name,text,top3_description,top3_description_scibert
577,5ad1bcc7e3edd504.json,Galaxy101-2015 Exons Input dataset Features Input dataset Join output join Group out_file1 Sort out_file1 Select first out_file1 Compare two Datasets out_file1,"[631, 871, 615]","[631, 696, 182]"
578,d87b4e14e8e1d39e.json,Serifat\ Exons Input dataset SNPs Input dataset input1 input2 Join output join input1 Group out_file1 input Sort out_file1 input Select first out_file1 input1 input2 Compare two Datasets out_file1 runtime parameter for tool Join runtime parameter for tool Join runtime parameter for tool Group runtime parameter for tool Sort runtime parameter for tool Select first runtime parameter for tool Compare two Datasets runtime parameter for tool Compare two Datasets Exons Features,"[504, 461, 19]","[504, 19, 258]"
579,4be28cd3b398e0d6.json,Homework 4 part 2 toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2 Input Dataset Input dataset toolshed.g2.bx.psu.edu/repos/devteam/macs/peakcalling_macs/1.0.1,"[773, 960, 958]","[773, 64, 223]"
580,18c6e87a884fb5ed.json,Daniel Leon Nahmias exom_trio_best_workflow_ever mom_R1(FASTQ) Input dataset mom_R2(FASTQ) Input dataset dad_R1(FASTQ) Input dataset dad_R2(FASTQ) Input dataset proband_R1(FASTQ) Input dataset proband_R2(FASTQ) Input dataset dbSNP Input dataset adapters contaminants limits FastQC html_file text_file fastqc adapters contaminants limits FastQC html_file text_file fastqc Trim Galore! trimmed_reads_pair1 trimmed_reads_pair2 trim_galore adapters contaminants limits FastQC html_file text_file fastqc adapters contaminants limits FastQC html_file text_file fastqc Trim Galore! trimmed_reads_pair1 trimmed_reads_pair2 trim_galore adapters contaminants limits FastQC html_file text_file fastqc Trim Galore! trimmed_reads_pair1 trimmed_reads_pair2 trim_galore adapters contaminants limits FastQC html_file text_file fastqc Map with BWA-MEM bam_output bwa Map with BWA-MEM bam_output bwa Map with BWA-MEM bam_output bwa samtools mpileup output_file_pu samtools_mpileup VarScan mpileup output varscan_mpileup SnpSift Annotate output snpsift intervals transcripts SnpEff eff: snpeff_output statsFile snpeff runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool SnpEff eff: runtime parameter for tool SnpEff eff: mom_R1(FASTQ) mom_R2(FASTQ) dad_R1(FASTQ) dad_R2(FASTQ) proband_R1(FASTQ) proband_R2(FASTQ) dbSNP FastQC_mom_R1 FastQC on input dataset(s): Webpage_mom_R1 FastQC_mom_R2 FastQC on input dataset(s): HTML_mom_R2 Mom_Trim mom_clean_R1 mom_clean_R2 FastQC_dad_R1 FastQC on input dataset(s): Webpage_dad_R1 FastQC_dad_R2 FastQC on input dataset(s): HTML_dad_R2 Dad_Trim dad_clean_R2 dad_clean_R1 FastQC_proband_R1 FastQC on input dataset(s): HTML_proband_R1 Proband_Trim proband_clean_R2 proband_clean_R1 FastQC_proband_R2 FastQC on input dataset(s): Webpage_proband_R2 maping_Mom Map_MOM maping_Dad Map_dad maping_proband map_proband Super_Happy_family_mpileup mpileup_Mom_Dad_Proband varScan snpsift_fam final_result_for_exel SnpEff eff: on input dataset(s) - stats ExomResult,"[508, 553, 743]","[802, 441, 149]"
581,38f5ab09779a6495.json,Best with HaploGATK: GATK b37 unified genotyper (old) Normal Cryo Forward Input dataset Normal Cryo Reverse Input dataset dbSNP  Input dataset FASTQ Groomer output_file fastq_groomer FASTQ Groomer output_file fastq_groomer Map with BWA for Illumina output bwa_wrappers Filter SAM out_file1 sam_bitwise_flag_filter SAM-to-BAM output1 sam_to_bam rgPicardMarkDups gatk_count_covariates gatk_table_recalibration gatk_analyze_covariates gatk_count_covariates gatk_realigner_target_creator gatk_analyze_covariates gatk_indel_realigner rgPicFixMate gatk_unified_genotyper gatk_variant_annotator,"[148, 141, 294]","[148, 294, 592]"
582,b04989efde68dee2.json,20210810 preprocessing for DESeq2 R1.fastq.gz Input dataset R2.fastq.gz Input dataset rat ref.genome Input dataset readtype readtype Trimmomatic fastq_out_r1_paired fastq_out_r2_paired fastq_out_r1_unpaired fastq_out_r2_unpaired trimmomatic HISAT2 output_alignments hisat2 featureCounts output_short output_summary featurecounts runtime parameter for tool Trimmomatic runtime parameter for tool Trimmomatic R1.fastq.gz R2.fastq.gz rat ref.genome,"[92, 884, 703]","[898, 92, 884]"
583,183254b3565bcb04.json,Simon Bray MMGBSA calculations with GROMACS (release v0.1.1) Salt concentration Input parameter Number of simulations Input parameter Apoprotein PDB Input dataset Water model Input parameter pH Input parameter Force field Input parameter Ligand SDF Input dataset NVT equilibration steps Input parameter NPT equilibration steps Input parameter Production steps Input parameter Compose text parameter value out1 compose_text_param Create GRO and TOP complex files Simon Bray Create GRO and TOP complex files Ligand SDF Input dataset pH Input parameter Apoprotein PDB Input dataset Water model Input parameter Force field Input parameter Descriptors outfile ctb_rdkit_descriptors Compound conversion outfile openbabel_compound_convert pdb_input GROMACS initial setup output1 output2 output3 report gmx_setup Cut out_file1 Search in textfiles output text_processing Parse parameter value integer_param AnteChamber output1 ambertools_antechamber Generate MD topologies for small molecules output gro_output ambertools_acpype Merge GROMACS topologies complex_top complex_gro gmx_merge_topology_files Create text file outfile text_processing GROMACS structure configuration output gmx_editconf Split file list_output_txt split_file_to_collection Parse parameter value float_param GROMACS solvation and adding ions output1 output2 gmx_solvate GROMACS energy minimization output1 output2 report gmx_em Convert Parameters prmtop_ligand prmtop_receptor prmtop_complex prmtop_solvatedcomplex parmconv inps inps GROMACS simulation output1 output4 output5 report gmx_sim inps GROMACS simulation output1 output4 output5 report gmx_sim inps GROMACS simulation output1 output4 output8 report gmx_sim MDTraj file converter output md_converter MMPBSA/MMGBSA tempfiles resultoutfile parameteroutfile mmpbsa_mmgbsa Search in textfiles output text_processing Collapse Collection output collapse_collections Cut out_file1 Summary Statistics out_file1 runtime parameter for tool GROMACS initial setup runtime parameter for tool GROMACS simulation runtime parameter for tool GROMACS simulation runtime parameter for tool GROMACS simulation runtime parameter for tool GROMACS simulation Salt concentration Number of simulations Apoprotein PDB Water model pH Force field Ligand SDF NVT equilibration steps NPT equilibration steps Production steps Ligand SDF pH Apoprotein PDB Water model Force field Position restraints file Complex topology Complex GRO GROMACS setup (ITP) on input dataset(s) Complex topology Complex GRO GRO files XTC files MMGBSA statistics MMGBSA free energy,"[347, 829, 692]","[347, 829, 333]"
584,865d2cc4d14ec7e1.json,Variant Call Dad Mom Kid trio MiSeq ref hg19 Input Dataset Input dataset Input Dataset Input dataset Input Dataset Input dataset Input Dataset Input dataset Input Dataset Input dataset Input Dataset Input dataset FastQC html_file text_file fastqc FASTQ Groomer output_file fastq_groomer FastQC html_file text_file fastqc FASTQ Groomer output_file fastq_groomer FastQC html_file text_file fastqc FASTQ Groomer output_file fastq_groomer FastQC html_file text_file fastqc FASTQ Groomer output_file fastq_groomer FastQC html_file text_file fastqc FASTQ Groomer output_file fastq_groomer FastQC html_file text_file fastqc FASTQ Groomer output_file fastq_groomer Map with BWA-MEM bam_output bwa Map with BWA-MEM bam_output bwa Map with BWA-MEM bam_output bwa SortSam outFile picard SortSam outFile picard SortSam outFile picard MarkDuplicates metrics_file outFile picard MarkDuplicates metrics_file outFile picard MarkDuplicates metrics_file outFile picard AddOrReplaceReadGroups outFile picard AddOrReplaceReadGroups outFile picard AddOrReplaceReadGroups outFile picard FreeBayes output_vcf freebayes FreeBayes output_vcf freebayes FreeBayes output_vcf freebayes VCFcombine: out_file1 vcfcombine VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter ANNOVAR Annotate VCF output table_annovar Group out_file1 Sort outfile text_processing,"[512, 22, 557]","[557, 512, 862]"
585,049e6609da2b67c4.json,"'Candidate Number 8941: ngs-genmed-bioinformatics-assesment. Apr2019' annotation.bed Input dataset NGS0001.R1.fastq.q Input dataset NGS0001.R2.fastq.q Input dataset SnpEff databases: snpeff_dbs snpeff SnpEff download: snpeff_db snpeff FastQC html_file text_file fastqc FastQC html_file text_file fastqc Trimmomatic fastq_out_r1_paired fastq_out_r2_paired fastq_out_r1_unpaired fastq_out_r2_unpaired trimmomatic FastQC html_file text_file fastqc FastQC html_file text_file fastqc Map with BWA-MEM bam_output bwa MarkDuplicates metrics_file outFile picard Filter SAM or BAM, output SAM or BAM output1 samtool_filter2 Flagstat output1 samtools_flagstat Flagstat output1 samtools_flagstat BAM-to-SAM output1 bam_to_sam BAM-to-SAM output1 bam_to_sam IdxStats output samtools_idxstats CollectInsertSizeMetrics outFile histFile picard Compute both the depth and breadth of coverage output bedtools FreeBayes output_vcf freebayes Sort out_file1 VCFfilter: out_file1 vcffilter Summary Statistics out_file1 ANNOVAR Annotate VCF output table_annovar SnpEff eff: snpeff_output statsFile snpeff Filter out_file1 Filter out_file1","[673, 31, 462]","[673, 574, 254]"
586,8b7e03f09b0183d9.json,test2 FASTQ to FASTA output_file fastqtofasta ClustalW output outlog clustalw ClustalW output outlog clustalw Compute sequence length output fasta_compute_length,"[209, 476, 364]","[209, 321, 940]"
587,b18a41e364650fee.json,trimmomatic Input dataset Input dataset input_file input_type FASTQ Groomer output_file fastq_groomer input_file FASTQ Groomer output_file fastq_groomer paired_end Trimmomatic fastq_out trimmomatic paired_end Trimmomatic fastq_out trimmomatic contaminants input_file limits FastQC html_file text_file fastqc input Reverse-Complement output fastx_reverse_complement paired_end Trimmomatic fastq_out trimmomatic contaminants input_file limits FastQC html_file text_file fastqc input1 Concatenate datasets out_file1 runtime parameter for tool FASTQ Groomer runtime parameter for tool FASTQ Groomer runtime parameter for tool FASTQ Groomer runtime parameter for tool Trimmomatic runtime parameter for tool Trimmomatic runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool Reverse-Complement runtime parameter for tool Trimmomatic runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool Concatenate datasets,"[699, 679, 505]","[679, 915, 9]"
588,1e6a0d6395cf6221.json,"Workflow constructed from history 'Variant calling Workflow Final' Input Dataset Input dataset Input Dataset Input dataset Input Dataset Input dataset Input Dataset Input dataset fastq_input fastq_input Map with BWA-MEM bam_output bwa Input Dataset Input dataset fastq_input fastq_input Map with BWA-MEM bam_output bwa Input Dataset Input dataset fastq_input fastq_input Map with BWA-MEM bam_output bwa inputFile CleanSam outFile picard inputFile CleanSam outFile picard inputFile CleanSam outFile picard bed_file input1 Filter SAM or BAM, output SAM or BAM output1 samtool_filter2 bed_file input1 Filter SAM or BAM, output SAM or BAM output1 samtool_filter2 bed_file input1 Filter SAM or BAM, output SAM or BAM output1 samtool_filter2 contaminants input_file limits FastQC html_file text_file fastqc contaminants input_file limits FastQC html_file text_file fastqc contaminants input_file limits FastQC html_file text_file fastqc contaminants input_file limits FastQC html_file text_file fastqc contaminants input_file limits FastQC html_file text_file fastqc contaminants input_file limits FastQC html_file text_file fastqc inputFile MergeSamFiles outFile picard FreeBayes output_vcf freebayes input1 VCFfilter: out_file1 vcffilter input1 VCFfilter: out_file1 vcffilter input1 VCFfilter: out_file1 vcffilter input1 VCFfilter: out_file1 vcffilter input1 VCFfilter: out_file1 vcffilter input ANNOVAR Annotate VCF output table_annovar input1 VCFfilter: out_file1 vcffilter input1 Group out_file1 input Sort out_file1 runtime parameter for tool Map with BWA-MEM runtime parameter for tool Map with BWA-MEM runtime parameter for tool Map with BWA-MEM runtime parameter for tool Map with BWA-MEM runtime parameter for tool Map with BWA-MEM runtime parameter for tool Map with BWA-MEM runtime parameter for tool CleanSam runtime parameter for tool CleanSam runtime parameter for tool CleanSam runtime parameter for tool Filter SAM or BAM, output SAM or BAM runtime parameter for tool Filter SAM or BAM, output SAM or BAM runtime parameter for tool Filter SAM or BAM, output SAM or BAM runtime parameter for tool Filter SAM or BAM, output SAM or BAM runtime parameter for tool Filter SAM or BAM, output SAM or BAM runtime parameter for tool Filter SAM or BAM, output SAM or BAM runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool MergeSamFiles runtime parameter for tool VCFfilter: runtime parameter for tool VCFfilter: runtime parameter for tool VCFfilter: runtime parameter for tool VCFfilter: runtime parameter for tool VCFfilter: runtime parameter for tool ANNOVAR Annotate VCF runtime parameter for tool VCFfilter: runtime parameter for tool Group runtime parameter for tool Sort","[933, 262, 441]","[441, 933, 262]"
589,9efb061a87bc9f4d.json,Unmapped reads analysis Input dataset Input dataset RNA/DNA output fasta_nucleotide_changer Collapse output fastx_collapser library reference_genome HISAT2 output_alignments summary_file hisat2 library HISAT2 output_alignments summary_file hisat2 runtime parameter for tool HISAT2 runtime parameter for tool HISAT2 runtime parameter for tool HISAT2,"[39, 12, 952]","[39, 124, 247]"
590,f3983646b6df24bf.json,"CloudMap FASTQ reads (Illumina 1.8) Input dataset Filtered mapping strain VCF (e.g. 103,346 Hawaiian SNPs) Input dataset Fasta reference genome Input dataset FASTQ reads (Illumina 1.8) Input dataset Unfiltered mapping strain VCF (e.g. 112,061 Hawaiian SNPs) Input dataset FASTQ Summary Statistics output_file fastq_stats Map with BWA for Illumina output bwa_wrappers FASTQ Summary Statistics output_file fastq_stats Boxplot output_file Filter SAM out_file1 sam_bitwise_flag_filter Boxplot output_file SAM-to-BAM output1 sam_to_bam toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0 toolshed.g2.bx.psu.edu/repos/devteam/realigner_target_creator/gatk_realigner_target_creator/0.0.4 toolshed.g2.bx.psu.edu/repos/devteam/indel_realigner/gatk_indel_realigner/0.0.6 toolshed.g2.bx.psu.edu/repos/devteam/picard/rgPicardMarkDups/1.56.0 toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6 toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6 toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6 Create a BedGraph of genome coverage output bedtools toolshed.g2.bx.psu.edu/repos/devteam/depth_of_coverage/gatk_depth_of_coverage/0.0.2 toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2 SnpSift Filter output snpeff SnpSift Filter output snpeff Filter out_file1 CloudMap: Hawaiian Variant Mapping with WGS data output location_plot_output snp_mapping_using_wgs toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2 toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2 SnpEff output statsFile snpeff SnpEff output statsFile snpeff","[708, 956, 537]","[708, 380, 966]"
591,3fc5bdbd6355477c.json,"Lucille Delisle ChIPseq_SR (release v0.2) SR fastq input Input dataset collection adapter_forward Input parameter reference_genome Input parameter effective_genome_size Input parameter Cutadapt out1 report cutadapt Bowtie2 output mapping_stats bowtie2 bed_file Filter SAM or BAM, output SAM or BAM output1 samtool_filter2 MACS2 callpeak output_tabular output_narrowpeaks output_summits output_treat_pileup output_control_lambda output_extra_files macs2 Search in textfiles output text_processing Wig/BedGraph-to-bigWig out_file1 MultiQC stats plots html_report multiqc ChIP runtime parameter for tool Filter SAM or BAM, output SAM or BAM SR fastq input adapter_forward reference_genome effective_genome_size Cutadapt (remove adapter + bad quality bases) Bowtie2 map on reference mapping stats filter MAPQ30 filtered BAM Call Peaks with MACS2 MACS2 peaks MACS2 narrowPeak MACS2 summits summary of MACS2 MACS2 report Bigwig from MACS2 coverage from MACS2 MultiQC MultiQC on input dataset(s): Stats MultiQC webpage","[348, 123, 822]","[348, 123, 822]"
592,f1a9667c0b0999f4.json,TT52on&off Input dataset collection singlePaired Trim Galore! trimmed_reads_paired_collection trim_galore readtype Trimmomatic fastq_out_paired fastq_out_unpaired trimmomatic FastQC html_file text_file fastqc fastq_input Map with BWA-MEM bam_output bwa Flagstat output1 samtools_flagstat RmDup output1 samtools_rmdup BamLeftAlign output_bam freebayes Naive Variant Caller (NVC) output_vcf naive_variant_caller Variant Annotator output allele_counts runtime parameter for tool Trim Galore! runtime parameter for tool Trimmomatic runtime parameter for tool Map with BWA-MEM,"[406, 289, 247]","[891, 59, 563]"
593,b5e8f4a0ff226921.json,Lucille Delisle ATACseq (release v0.5) PE fastq input Input dataset collection reference_genome Input parameter effective_genome_size Input parameter bin_size Input parameter Cutadapt out_pairs report cutadapt Bowtie2 output mapping_stats bowtie2 Filter BAM out_file2 out_file1 bamtools_filter Samtools idxstats output samtools_idxstats MarkDuplicates metrics_file outFile picard Text reformatting outfile text_processing bedtools BAM to BED output bedtools Paired-end histogram output1 output2 pe_histogram Samtools view outputcnt samtools_view MACS2 callpeak output_tabular output_narrowpeaks output_summits output_treat_pileup output_control_lambda output_extra_files macs2 Compute out_file1 column_maker bedtools SlopBed output bedtools Search in textfiles output text_processing Wig/BedGraph-to-bigWig out_file1 Parse parameter value text_param bedtools MergeBED output bedtools advancedOpt bigwigAverage outFileName deeptools_bigwig_average bedtools Compute both the depth and breadth of coverage output bedtools Text reformatting outfile text_processing Compute out_file1 column_maker Concatenate datasets out_file1 Parse parameter value text_param Text reformatting outfile text_processing advancedOpt bigwigAverage outFileName deeptools_bigwig_average MultiQC stats plots html_report multiqc ATACseq runtime parameter for tool bigwigAverage runtime parameter for tool bigwigAverage PE fastq input reference_genome effective_genome_size bin_size Cutadapt (remove adapter + bad quality bases) Bowtie2 map on reference mapping stats filter MAPQ30 concordant pairs and not mitochondrial pairs Get number of reads per chromosome remove PCR duplicates BAM filtered rmDup MarkDuplicates metrics reads in chrM/MT for multiQC convert BAM to BED to improve peak calling Compute fragment length histogram histogram of fragment length number of reads Call Peak with MACS2 MACS2 narrowPeak compute 1/million reads get summits +/-500kb summary of MACS2 MACS2 report Bigwig from MACS2 (no norm) Coverage from MACS2 (bigwig) Convert 1/million reads to parameter Merge summits +/-500kb 1kb around summits normalize by million reads bigwig_norm Compute coverage on summits +/-500kb number of reads in peaks Nb of reads in summits +-500bp compute 1/million reads in peaks Combine number of reads in peaks with total number of reads Convert 1/million reads in peaks to parameter reads in peaks multiQC normalize by million reads in peaks bigwig_norm2 MultiQC webpage MultiQC on input dataset(s): Stats,"[87, 220, 914]","[87, 475, 220]"
594,10c2136973c88d8a.json,Wolfgang Maier COVID-19: variation analysis on WGS PE (release v0.1) Paired Collection Input dataset collection NC_045512.2 FASTA sequence of SARS-CoV-2 Input dataset single_paired fastp output_paired_coll report_html report_json fastp Map with BWA-MEM bam_output bwa Samtools view outputsam samtools_view MarkDuplicates metrics_file outFile picard Samtools stats output samtools_stats Realign reads realigned lofreq_viterbi MultiQC stats plots html_report multiqc Insert indel qualities output lofreq_indelqual Call variants variants lofreq_call Lofreq filter outvcf lofreq_filter intervals transcripts SnpEff eff: snpeff_output statsFile snpeff_sars_cov_2 COVID-19 covid19.galaxyproject.org runtime parameter for tool fastp runtime parameter for tool SnpEff eff: runtime parameter for tool SnpEff eff: Paired Collection NC_045512.2 FASTA sequence of SARS-CoV-2 fastp_html_report fastp_pe Map with BWA-MEM on input dataset(s) (mapped reads in BAM format) filtered_mapped_reads markduplicates_reads markduplicates_stats mapped_reads_stats realigned_deduplicated_filtered_mapped_reads preprocessing_and_mapping_reports realigned_deduplicated_filtered_mapped_reads_with_indel_quals called_variants soft_filtered_variants SnpEff eff covid19 version annotated_variants_stats annotated_variants,"[992, 499, 55]","[499, 992, 55]"
595,abc2ef77be0e5aa6.json,Unnamed workflow,"[82, 404, 119]","[82, 404, 782]"
596,0f43ad9dfd0f6d16.json,"Baculovirus internal SNP Variant ( NGS, illumina data) Input dataset Input dataset Input dataset adapters contaminants limits FastQC html_file text_file fastqc adapters contaminants limits FastQC html_file text_file fastqc Trim Galore! trimmed_reads_pair1 trimmed_reads_pair2 unpaired_reads_1 unpaired_reads_2 trim_galore Map with BWA-MEM bam_output bwa Map with BWA-MEM bam_output bwa Map with BWA-MEM bam_output bwa MPileup output_mpileup samtools_mpileup input_file sec_file_format sec_file_format sec_restrict bcftools call output_file bcftools_call VCFfilter: out_file1 vcffilter runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool bcftools call runtime parameter for tool bcftools call runtime parameter for tool bcftools call runtime parameter for tool bcftools call SpNPV paired1 SpNPV unpaired1 SpNPV paired2 SpNPV unpaired2 SpNPV paired SpNPV upaired1 SpNPV unpaired SpNPVsnp","[10, 240, 819]","[240, 10, 369]"
597,987d5caea37794c8.json,Exploring Iris datasets with statistics and scatterplots iris Input dataset input1 Group out_file1 Convert CSV to tabular tabular Remove beginning out_file1 Datamash out_file datamash_ops Cut out_file1 Group out_file1 input1 Scatterplot with ggplot2 output1 output2 ggplot2_point input1 Scatterplot with ggplot2 output1 output2 ggplot2_point infile Unique outfile text_processing name:suhasini runtime parameter for tool Group runtime parameter for tool Scatterplot with ggplot2 runtime parameter for tool Scatterplot with ggplot2 runtime parameter for tool Unique iris,"[374, 485, 35]","[492, 374, 485]"
598,fc09d17e0bce18f8.json,Workflow  'RNA Seq' UCSC Main on Human: knownGene (genome) Input dataset Download and Extract Reads in FASTQ list_paired list_single sra_tools Download and Extract Reads in FASTQ list_paired list_single sra_tools input1 Convert BED to GFF output1 contaminants input_file limits FastQC html_file text_file fastqc Trimmomatic fastq_out_r1_paired fastq_out_r2_paired fastq_out_r1_unpaired fastq_out_r2_unpaired trimmomatic contaminants input_file limits FastQC html_file text_file fastqc Trimmomatic fastq_out_r1_paired fastq_out_r2_paired fastq_out_r1_unpaired fastq_out_r2_unpaired trimmomatic singlePaired singlePaired Map with Bowtie for Illumina output bowtie_wrappers singlePaired singlePaired Map with Bowtie for Illumina output bowtie_wrappers contaminants input_file limits FastQC html_file text_file fastqc alignment gtf_source featureCounts output_short output_summary featurecounts alignment gtf_source featureCounts output_short output_summary featurecounts runtime parameter for tool Convert BED to GFF runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool Map with Bowtie for Illumina runtime parameter for tool Map with Bowtie for Illumina runtime parameter for tool Map with Bowtie for Illumina runtime parameter for tool Map with Bowtie for Illumina runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool featureCounts runtime parameter for tool featureCounts runtime parameter for tool featureCounts runtime parameter for tool featureCounts UCSC Main on Human: knownGene (genome),"[580, 508, 675]","[197, 224, 819]"
599,25897c7a15f29c32.json,Workflow  'Microsat\u00e9lites en intrones del ChrY' \u00c1lvaro S\u00e1nchez Villalba Intrones ChrY Input dataset UCSC Main on Human: microsat (chrY:1-57227415) Input dataset Join output join Group out_file1 Sort out_file1 Select first out_file1 Join two Datasets out_file1,"[943, 975, 121]","[121, 943, 168]"
600,76247065c01f01d1.json," NGS0001 BIOINFORMATICS ASSESSMENT WORKFLOW annotation.bed Input dataset NGS0001.R1.fastq.qz Input dataset NGS0001.R2.fastq.qz Input dataset FastQC html_file text_file fastqc FastQC html_file text_file fastqc Trimmomatic fastq_out_r1_paired fastq_out_r2_paired fastq_out_r1_unpaired fastq_out_r2_unpaired trimmomatic FastQC html_file text_file fastqc FastQC html_file text_file fastqc Map with BWA-MEM bam_output bwa MarkDuplicates metrics_file outFile picard Filter SAM or BAM, output SAM or BAM output1 samtool_filter2 Samtools flagstat output1 samtools_flagstat Samtools flagstat output1 samtools_flagstat Samtools idxstats output samtools_idxstats CollectInsertSizeMetrics outFile histFile picard Compute both the depth and breadth of coverage output bedtools FreeBayes output_vcf freebayes Sort out_file1 VCFfilter: out_file1 vcffilter Summary Statistics out_file1 ANNOVAR Annotate VCF output table_annovar SnpEff eff: snpeff_output statsFile snpeff Filter out_file1","[254, 378, 688]","[150, 254, 378]"
601,0c052e50594f6d2d.json,Workflow constructed from history 'GeneExpressionAnalysis' Input Dataset Collection Input dataset collection Input Dataset Collection Input dataset collection Input Dataset Collection Input dataset collection Input Dataset Collection Input dataset collection Input Dataset Collection Input dataset collection Input Dataset Collection Input dataset collection Input Dataset Collection Input dataset collection Input Dataset Collection Input dataset collection Faster Download and Extract Reads in FASTQ list_paired output_collection output_collection_other log sra_tools Faster Download and Extract Reads in FASTQ list_paired output_collection output_collection_other log sra_tools Text transformation output text_processing Advanced Cut output text_processing limma outTables outReport limma_voom Text transformation output text_processing Filter out_file1 Select first outfile text_processing Select last outfile text_processing DAVID out_file1 DAVID out_file1 Input Dataset Collection,"[612, 653, 888]","[612, 525, 608]"
602,0596162a499b4074.json,Anton Nekrutenko Q1 phylogenetic context analysis My sequences Input dataset collection List of NCBI accessions Input dataset Reference Input dataset NCBI Accession Download output error_log failed_accessions ncbi_acc_download input_type SnpEff build: snpeff_output output_fasta snpeff Merge collections output Map with minimap2 alignment_output minimap2 Call variants variants lofreq_call sec_default bcftools consensus output_file bcftools_consensus intervals transcripts SnpEff eff: snpeff_output snpeff Collapse Collection output collapse_collections SnpSift Extract Fields output snpsift Join neighbors distances rapidnj Collapse Collection output collapse_collections Newick Display output newick_utils Remove beginning out_file1 Datamash out_file datamash_ops Datamash out_file datamash_ops viral bacterial quickies variation phylogeny runtime parameter for tool SnpEff build: runtime parameter for tool bcftools consensus runtime parameter for tool SnpEff eff: runtime parameter for tool SnpEff eff: My sequences List of NCBI accessions Reference Data downloaded from NCBI FASTA sequence of the reference Multiple alignment Textual representation of a tree Phylogenetic tree Phylogenetic tree (PDF) Substitution matrix Substitution frequency matrix,"[281, 294, 148]","[281, 184, 625]"
603,63adc811e3ae529d.json,454_quality_aligned input Filter by quality output fastq_quality_filter input Filter by quality output fastq_quality_filter input Filter by quality output fastq_quality_filter input Filter by quality output fastq_quality_filter FASTQ to FASTA output_file fastqtofasta FASTQ to FASTA output_file fastqtofasta FASTQ to FASTA output_file fastqtofasta FASTQ to FASTA output_file fastqtofasta Text transformation output text_processing Text transformation output text_processing Text transformation output text_processing Text transformation output text_processing FASTA Merge Files and Filter Unique Sequences output fasta_merge_files_and_filter_unique_sequences Map with minimap2 alignment_output minimap2 Convert BAM output bioext_bam2msa select_reference Align sequences output saved_reference bioext_bealign Convert BAM output bioext_bam2msa Text transformation output text_processing transeq out_file1 emboss_5 FASTA Width output fasta_formatter runtime parameter for tool Filter by quality runtime parameter for tool Filter by quality runtime parameter for tool Filter by quality runtime parameter for tool Filter by quality runtime parameter for tool Align sequences Trim barcodes 1 Trim barcodes 2 Trim barcodes 3 Trim barcodes 4 Prep gaps for transeq,"[315, 724, 987]","[9, 724, 104]"
604,0555313573cd1ee2.json,QC and filtering mutant_R1.fastq Input dataset FastQC html_file text_file fastqc Filter by quality output fastq_quality_filter Filter by quality output fastq_quality_filter mutant_R1.fastq,"[284, 764, 845]","[284, 764, 845]"
